833,16
1352,16
3913,16
3631,16
4097,16
5867,16
7726,16
8036,16
8411,16
4876,16
3123,16
1955,16
4209,16
8290,16
3279,16
8260,16
1046,16
3171,16
3519,16
2975,16
4070,16
9522,16
7551,16
360,16
6067,16
4641,16
660,16
674,16
631,16
10461,16
2911,16
972,16
1218,16
6900,16
1538,16
5467,16
2485,16
3702,16
2458,16
4543,16
10767,16
5015,16
3930,16
10083,16
1733,16
8679,16
2545,16
262,16
6166,16
1966,16
3410,16
3773,16
5997,16
6882,16
4983,16
8529,16
3468,16
3545,16
1386,16
6874,16
456,16
6003,16
3889,16
2030,16
1254,16
8998,16
5596,16
446,16
10446,16
3169,16
664,16
4010,16
6052,16
4632,16
1715,16
4496,16
3317,16
9997,16
356,16
11198,16
1484,16
1454,16
2529,16
6823,16
4069,16
226,16
2201,16
2544,16
4972,16
752,16
3307,16
10329,16
4170,16
8988,16
5116,16
5438,16
8609,16
2550,16
4990,16
1544,16
7801,16
10478,16
2773,16
1992,16
5944,16
690,16
5414,16
276,16
5734,16
4580,16
1762,16
7747,16
4607,16
7505,16
187,16
