5803,12
11280,12
1903,12
5345,12
7850,12
1884,12
3876,12
12210,12
481,12
9721,12
918,12
4798,12
5383,12
11478,12
1525,12
1863,12
211,12
1404,12
4321,12
8961,12
9562,12
10334,12
10371,12
7602,12
5055,12
2079,12
1752,12
2697,12
3624,12
2032,12
1493,12
5212,12
1269,12
4919,12
3370,12
7662,12
11326,12
1085,12
5238,12
8326,12
9712,12
4523,12
3353,12
5422,12
13781,12
4363,12
5765,12
10227,12
3184,12
4389,12
601,12
6465,12
727,12
8427,12
230,12
6071,12
11353,12
2181,12
8399,12
9247,12
1456,12
827,12
1586,12
1599,12
2108,12
5303,12
2760,12
7768,12
4338,12
3861,12
4315,12
11050,12
7616,12
10975,12
4288,12
7286,12
4420,12
7793,12
852,12
2158,12
3549,12
1627,12
429,12
2712,12
4564,12
5564,12
12358,12
582,12
8030,12
6088,12
8548,12
2177,12
2651,12
4157,12
9862,12
6017,12
6994,12
10017,12
2613,12
3049,12
6181,12
620,12
4226,12
732,12
266,12
4529,12
6261,12
6541,12
7601,12
9623,12
4212,12
258,12
7520,12
2105,12
2554,12
2571,12
3635,12
9539,12
10447,12
5054,12
5917,12
10512,12
13221,12
5738,12
1186,12
1314,12
1569,12
3119,12
7549,12
2743,12
9906,12
936,12
1002,12
1181,12
4249,12
7870,12
8390,12
2569,12
4416,12
5789,12
8474,12
1151,12
9992,12
10016,12
2841,12
5941,12
9031,12
9610,12
1330,12
1654,12
5166,12
2732,12
3637,12
207,12
3609,12
4933,12
5869,12
8102,12
1747,12
2534,12
11136,12
316,12
461,12
2932,12
3163,12
2567,12
8137,12
5372,12
7509,12
5342,12
10909,12
4023,12
1293,12
3300,12
5560,12
5748,12
5943,12
1982,12
1850,12
2490,12
4567,12
5966,12
8373,12
4075,12
9256,12
10479,12
3102,12
7618,12
9994,12
2174,12
7724,12
8446,12
1545,12
7638,12
669,12
4215,12
4690,12
5795,12
9294,12
10837,12
2581,12
4054,12
1066,12
10722,12
2959,12
5792,12
1075,12
1287,12
10757,12
877,12
1432,12
4490,12
9271,12
9619,12
1998,12
7620,12
7814,12
9696,12
3662,12
4058,12
7180,12
7883,12
585,12
1555,12
2333,12
3090,12
5451,12
10486,12
11548,12
3867,12
7463,12
10716,12
2358,12
6347,12
9649,12
4008,12
9985,12
3707,12
4344,12
10573,12
11528,12
4687,12
4689,12
7200,12
814,12
3597,12
5696,12
3855,12
4673,12
13620,12
3998,12
8461,12
9634,12
3618,12
4272,12
6535,12
3463,12
7951,12
5796,12
2568,12
1528,12
12371,12
2578,12
1368,12
5613,12
6758,12
1419,12
3994,12
9954,12
5027,12
7194,12
4400,12
10753,12
4255,12
5313,12
482,12
740,12
4063,12
6843,12
1801,12
3064,12
3599,12
5111,12
866,12
3385,12
3547,12
6507,12
1042,12
4275,12
490,12
7195,12
3569,12
1053,12
9791,12
2088,12
2441,12
3311,12
3953,12
6783,12
203,12
2530,12
724,12
2160,12
6903,12
3565,12
5747,12
735,12
1622,12
5623,12
7544,12
7593,12
534,12
1842,12
3230,12
1268,12
3977,12
3424,12
298,12
6070,12
6881,12
10357,12
83,12
10576,12
3238,12
2379,12
7381,12
3680,12
5021,12
7671,12
3533,12
4895,12
8994,12
1728,12
8714,12
1106,12
8195,12
9356,12
4856,12
4871,12
7064,12
8089,12
1984,12
2974,12
7625,12
8050,12
9026,12
2548,12
2825,12
1004,12
7668,12
10048,12
6412,12
8076,12
10778,12
3299,12
3005,12
9400,12
2766,12
4346,12
682,12
3312,12
4341,12
3554,12
11276,12
996,12
4674,12
6069,12
10494,12
7822,12
2745,12
745,12
1900,12
4330,12
4941,12
11095,12
932,12
841,12
878,12
1933,12
6205,12
4811,12
4421,12
10034,12
3046,12
11871,12
1476,12
3910,12
